,DATA,NOM ESTACIO,hora,NO2,SO2
40001,2022-01-08,Santa Perpètua de Mogoda,04h,32.0,1.0
40002,2022-01-08,Santa Perpètua de Mogoda,05h,30.0,1.0
40003,2022-01-08,Santa Perpètua de Mogoda,06h,34.0,2.0
40004,2022-01-08,Santa Perpètua de Mogoda,07h,37.0,2.0
40005,2022-01-08,Santa Perpètua de Mogoda,08h,38.0,3.0
40006,2022-01-08,Santa Perpètua de Mogoda,09h,45.0,3.0
40007,2022-01-08,Santa Perpètua de Mogoda,10h,44.0,2.0
40008,2022-01-08,Santa Perpètua de Mogoda,11h,37.0,2.0
40009,2022-01-08,Santa Perpètua de Mogoda,12h,18.0,2.0
40010,2022-01-08,Santa Perpètua de Mogoda,13h,15.0,2.0
40011,2022-01-08,Santa Perpètua de Mogoda,14h,10.0,1.0
40012,2022-01-08,Santa Perpètua de Mogoda,15h,9.0,1.0
40013,2022-01-08,Santa Perpètua de Mogoda,16h,11.0,1.0
40014,2022-01-08,Santa Perpètua de Mogoda,17h,11.0,1.0
40015,2022-01-08,Santa Perpètua de Mogoda,18h,12.0,1.0
40016,2022-01-08,Santa Perpètua de Mogoda,19h,12.0,1.0
40017,2022-01-08,Santa Perpètua de Mogoda,20h,12.0,1.0
40018,2022-01-08,Santa Perpètua de Mogoda,21h,15.0,1.0
40019,2022-01-08,Santa Perpètua de Mogoda,22h,13.0,1.0
40020,2022-01-08,Santa Perpètua de Mogoda,23h,14.0,1.0
40021,2022-01-08,Santa Perpètua de Mogoda,24h,21.0,1.0
40022,2022-01-08,Terrassa,01h,15.0,2.0
40023,2022-01-08,Terrassa,02h,12.0,2.0
40024,2022-01-08,Terrassa,03h,10.0,2.0
40025,2022-01-08,Terrassa,04h,9.0,2.0
40026,2022-01-08,Terrassa,05h,9.0,3.0
40027,2022-01-08,Terrassa,06h,13.0,2.0
40028,2022-01-08,Terrassa,07h,19.0,3.0
40029,2022-01-08,Terrassa,08h,26.0,3.0
40030,2022-01-08,Terrassa,09h,25.0,3.0
40031,2022-01-08,Terrassa,10h,29.0,3.0
40032,2022-01-08,Terrassa,11h,37.0,3.0
40033,2022-01-08,Terrassa,12h,32.0,3.0
40034,2022-01-08,Terrassa,13h,36.0,2.0
40035,2022-01-08,Terrassa,14h,39.0,3.0
40036,2022-01-08,Terrassa,15h,31.0,3.0
40037,2022-01-08,Terrassa,16h,30.0,3.0
40038,2022-01-08,Terrassa,17h,33.0,3.0
40039,2022-01-08,Terrassa,18h,35.0,3.0
40040,2022-01-08,Terrassa,19h,38.0,3.0
40041,2022-01-08,Terrassa,20h,39.0,3.0
40042,2022-01-08,Terrassa,21h,40.0,3.0
40043,2022-01-08,Terrassa,22h,25.0,2.0
40044,2022-01-08,Terrassa,23h,18.0,3.0
40045,2022-01-08,Terrassa,24h,15.0,2.0
40070,2023-01-08,Montcada i Reixac,01h,19.0,1.0
40071,2023-01-08,Montcada i Reixac,02h,20.0,1.0
40072,2023-01-08,Montcada i Reixac,03h,14.0,1.0
40073,2023-01-08,Montcada i Reixac,04h,14.0,1.0
40074,2023-01-08,Montcada i Reixac,05h,11.0,1.0
40075,2023-01-08,Montcada i Reixac,06h,22.0,1.0
40076,2023-01-08,Montcada i Reixac,07h,33.0,1.0
40077,2023-01-08,Montcada i Reixac,08h,50.0,1.0
40078,2023-01-08,Montcada i Reixac,09h,45.0,1.0
40079,2023-01-08,Montcada i Reixac,10h,42.0,1.0
40080,2023-01-08,Montcada i Reixac,11h,15.0,1.0
40081,2023-01-08,Montcada i Reixac,12h,27.0,1.0
40082,2023-01-08,Montcada i Reixac,13h,34.0,1.0
40083,2023-01-08,Montcada i Reixac,14h,29.0,1.0
40084,2023-01-08,Montcada i Reixac,15h,26.0,1.0
40085,2023-01-08,Montcada i Reixac,16h,26.0,1.0
40086,2023-01-08,Montcada i Reixac,17h,19.0,1.0
40087,2023-01-08,Montcada i Reixac,18h,17.0,1.0
40088,2023-01-08,Montcada i Reixac,19h,18.0,1.0
40089,2023-01-08,Montcada i Reixac,20h,19.0,1.0
40090,2023-01-08,Montcada i Reixac,21h,17.0,1.0
40091,2023-01-08,Montcada i Reixac,22h,17.0,1.0
40092,2023-01-08,Montcada i Reixac,23h,16.0,1.0
40093,2023-01-08,Montcada i Reixac,24h,9.0,1.0
40094,2023-01-08,Rubí,01h,13.0,1.0
40095,2023-01-08,Rubí,02h,12.0,1.0
40096,2023-01-08,Rubí,03h,11.0,1.0
40097,2023-01-08,Rubí,04h,19.0,1.0
40098,2023-01-08,Rubí,05h,35.0,1.0
40099,2023-01-08,Rubí,06h,18.0,1.0
40100,2023-01-08,Rubí,07h,19.0,1.0
40101,2023-01-08,Rubí,08h,20.0,1.0
40102,2023-01-08,Rubí,09h,13.0,1.0
40103,2023-01-08,Rubí,10h,5.0,1.0
40104,2023-01-08,Rubí,11h,10.0,1.0
40105,2023-01-08,Rubí,12h,4.0,2.0
40106,2023-01-08,Rubí,13h,4.0,2.0
40107,2023-01-08,Rubí,14h,6.0,2.0
40108,2023-01-08,Rubí,15h,9.0,2.0
40109,2023-01-08,Rubí,16h,9.0,2.0
40110,2023-01-08,Rubí,17h,10.0,2.0
40111,2023-01-08,Rubí,18h,9.0,2.0
40112,2023-01-08,Rubí,19h,6.0,2.0
40113,2023-01-08,Rubí,20h,5.0,2.0
40114,2023-01-08,Rubí,21h,7.0,2.0
40115,2023-01-08,Rubí,22h,9.0,2.0
40116,2023-01-08,Rubí,23h,10.0,1.0
40117,2023-01-08,Rubí,24h,18.0,2.0
40166,2023-01-08,Santa Perpètua de Mogoda,01h,16.0,1.0
40167,2023-01-08,Santa Perpètua de Mogoda,02h,17.0,1.0
40168,2023-01-08,Santa Perpètua de Mogoda,03h,15.0,1.0
40169,2023-01-08,Santa Perpètua de Mogoda,04h,15.0,1.0
40170,2023-01-08,Santa Perpètua de Mogoda,05h,14.0,1.0
40171,2023-01-08,Santa Perpètua de Mogoda,06h,25.0,1.0
40172,2023-01-08,Santa Perpètua de Mogoda,07h,31.0,1.0
40173,2023-01-08,Santa Perpètua de Mogoda,08h,35.0,1.0
40174,2023-01-08,Santa Perpètua de Mogoda,09h,37.0,1.0
40175,2023-01-08,Santa Perpètua de Mogoda,10h,36.0,1.0
40176,2023-01-08,Santa Perpètua de Mogoda,11h,17.0,1.0
40177,2023-01-08,Santa Perpètua de Mogoda,12h,9.0,1.0
40178,2023-01-08,Santa Perpètua de Mogoda,13h,15.0,1.0
40179,2023-01-08,Santa Perpètua de Mogoda,14h,13.0,1.0
40180,2023-01-08,Santa Perpètua de Mogoda,15h,9.0,1.0
40181,2023-01-08,Santa Perpètua de Mogoda,16h,6.0,1.0
40182,2023-01-08,Santa Perpètua de Mogoda,17h,3.0,1.0
40183,2023-01-08,Santa Perpètua de Mogoda,18h,3.0,1.0
40184,2023-01-08,Santa Perpètua de Mogoda,19h,3.0,1.0
40185,2023-01-08,Santa Perpètua de Mogoda,20h,3.0,1.0
40186,2023-01-08,Santa Perpètua de Mogoda,21h,3.0,1.0
40187,2023-01-08,Santa Perpètua de Mogoda,22h,4.0,1.0
40188,2023-01-08,Santa Perpètua de Mogoda,23h,4.0,1.0
40189,2023-01-08,Santa Perpètua de Mogoda,24h,6.0,1.0
40190,2023-01-08,Terrassa,01h,21.0,1.0
40191,2023-01-08,Terrassa,02h,12.0,1.0
40192,2023-01-08,Terrassa,03h,6.0,1.0
40193,2023-01-08,Terrassa,04h,5.0,1.0
40194,2023-01-08,Terrassa,05h,7.0,1.0
40195,2023-01-08,Terrassa,06h,12.0,1.0
40196,2023-01-08,Terrassa,07h,22.0,1.0
40197,2023-01-08,Terrassa,08h,28.0,1.0
40198,2023-01-08,Terrassa,09h,32.0,1.0
40199,2023-01-08,Terrassa,10h,19.0,1.0
40200,2023-01-08,Terrassa,11h,17.0,1.0
40201,2023-01-08,Terrassa,12h,17.0,1.0
40202,2023-01-08,Terrassa,13h,19.0,1.0
40203,2023-01-08,Terrassa,14h,19.0,1.0
40204,2023-01-08,Terrassa,15h,21.0,1.0
40205,2023-01-08,Terrassa,16h,28.0,2.0
40206,2023-01-08,Terrassa,17h,26.0,2.0
40207,2023-01-08,Terrassa,18h,23.0,2.0
40208,2023-01-08,Terrassa,19h,25.0,1.0
40209,2023-01-08,Terrassa,20h,21.0,3.0
40210,2023-01-08,Terrassa,21h,21.0,2.0
40211,2023-01-08,Terrassa,22h,25.0,1.0
40212,2023-01-08,Terrassa,23h,21.0,1.0
40213,2023-01-08,Terrassa,24h,13.0,1.0
40247,2024-01-08,Montcada i Reixac,10h,54.0,7.0
40248,2024-01-08,Montcada i Reixac,11h,23.0,6.0
40249,2024-01-08,Montcada i Reixac,12h,23.0,5.0
40250,2024-01-08,Montcada i Reixac,13h,21.0,5.0
40251,2024-01-08,Montcada i Reixac,14h,27.0,5.0
40252,2024-01-08,Montcada i Reixac,15h,16.0,6.0
40253,2024-01-08,Montcada i Reixac,16h,23.0,6.0
40254,2024-01-08,Montcada i Reixac,17h,12.0,5.0
40255,2024-01-08,Montcada i Reixac,18h,11.0,5.0
40256,2024-01-08,Montcada i Reixac,19h,18.0,5.0
40257,2024-01-08,Montcada i Reixac,20h,7.0,5.0
40258,2024-01-08,Montcada i Reixac,21h,9.0,4.0
40259,2024-01-08,Montcada i Reixac,22h,14.0,4.0
40260,2024-01-08,Montcada i Reixac,23h,8.0,5.0
40261,2024-01-08,Montcada i Reixac,24h,9.0,5.0
40262,2024-01-08,Rubí,01h,52.0,2.0
40263,2024-01-08,Rubí,02h,49.0,2.0
40264,2024-01-08,Rubí,03h,50.0,2.0
40265,2024-01-08,Rubí,04h,64.0,2.0
40266,2024-01-08,Rubí,05h,59.0,2.0
40267,2024-01-08,Rubí,06h,52.0,2.0
40268,2024-01-08,Rubí,07h,48.0,2.0
40269,2024-01-08,Rubí,08h,49.0,2.0
40270,2024-01-08,Rubí,09h,44.0,3.0
40271,2024-01-08,Rubí,10h,34.0,2.0
40272,2024-01-08,Rubí,11h,30.0,1.0
40273,2024-01-08,Rubí,12h,17.0,1.0
40274,2024-01-08,Rubí,13h,17.0,1.0
40275,2024-01-08,Rubí,14h,10.0,1.0
40276,2024-01-08,Rubí,15h,11.0,1.0
40277,2024-01-08,Rubí,16h,9.0,1.0
40278,2024-01-08,Rubí,17h,9.0,1.0
40279,2024-01-08,Rubí,18h,14.0,1.0
40280,2024-01-08,Rubí,19h,17.0,1.0
40281,2024-01-08,Rubí,20h,14.0,1.0
40282,2024-01-08,Rubí,21h,18.0,1.0
40283,2024-01-08,Rubí,22h,12.0,1.0
40284,2024-01-08,Rubí,23h,15.0,1.0
40285,2024-01-08,Rubí,24h,24.0,1.0
40334,2024-01-08,Santa Perpètua de Mogoda,01h,55.0,1.0
40335,2024-01-08,Santa Perpètua de Mogoda,02h,53.0,1.0
40336,2024-01-08,Santa Perpètua de Mogoda,03h,46.0,1.0
40337,2024-01-08,Santa Perpètua de Mogoda,04h,39.0,1.0
40338,2024-01-08,Santa Perpètua de Mogoda,05h,41.0,1.0
40339,2024-01-08,Santa Perpètua de Mogoda,06h,51.0,1.0
40340,2024-01-08,Santa Perpètua de Mogoda,07h,58.0,1.0
40341,2024-01-08,Santa Perpètua de Mogoda,08h,59.0,1.0
40342,2024-01-08,Santa Perpètua de Mogoda,09h,68.0,1.0
40343,2024-01-08,Santa Perpètua de Mogoda,10h,60.0,1.0
40344,2024-01-08,Santa Perpètua de Mogoda,11h,29.0,1.0
40345,2024-01-08,Santa Perpètua de Mogoda,12h,20.0,1.0
40346,2024-01-08,Santa Perpètua de Mogoda,13h,11.0,1.0
40347,2024-01-08,Santa Perpètua de Mogoda,14h,9.0,1.0
40348,2024-01-08,Santa Perpètua de Mogoda,15h,5.0,1.0
40349,2024-01-08,Santa Perpètua de Mogoda,16h,3.0,1.0
40350,2024-01-08,Santa Perpètua de Mogoda,17h,3.0,1.0
40351,2024-01-08,Santa Perpètua de Mogoda,18h,3.0,1.0
40352,2024-01-08,Santa Perpètua de Mogoda,19h,5.0,1.0
40353,2024-01-08,Santa Perpètua de Mogoda,20h,6.0,1.0
40354,2024-01-08,Santa Perpètua de Mogoda,21h,4.0,1.0
40355,2024-01-08,Santa Perpètua de Mogoda,22h,9.0,1.0
40356,2024-01-08,Santa Perpètua de Mogoda,23h,9.0,1.0
40357,2024-01-08,Santa Perpètua de Mogoda,24h,23.0,1.0
40358,2024-01-08,Terrassa,01h,34.0,1.0
40359,2024-01-08,Terrassa,02h,18.0,1.0
40360,2024-01-08,Terrassa,03h,21.0,1.0
40361,2024-01-08,Terrassa,04h,14.0,1.0
40362,2024-01-08,Terrassa,05h,24.0,1.0
40363,2024-01-08,Terrassa,06h,15.0,1.0
40364,2024-01-08,Terrassa,07h,29.0,2.0
40365,2024-01-08,Terrassa,08h,104.0,3.0
40366,2024-01-08,Terrassa,09h,100.0,4.0
40367,2024-01-08,Terrassa,10h,58.0,2.0
40368,2024-01-08,Terrassa,11h,37.0,3.0
40369,2024-01-08,Terrassa,12h,35.0,3.0
40370,2024-01-08,Terrassa,13h,32.0,4.0
40371,2024-01-08,Terrassa,14h,40.0,3.0
40372,2024-01-08,Terrassa,15h,35.0,4.0
40373,2024-01-08,Terrassa,16h,38.0,4.0
40374,2024-01-08,Terrassa,17h,39.0,3.0
40375,2024-01-08,Terrassa,18h,44.0,3.0
40376,2024-01-08,Terrassa,19h,35.0,2.0
40377,2024-01-08,Terrassa,20h,35.0,1.0
40378,2024-01-08,Terrassa,21h,31.0,2.0
40379,2024-01-08,Terrassa,22h,26.0,2.0
40380,2024-01-08,Terrassa,23h,26.0,2.0
40381,2024-01-08,Terrassa,24h,42.0,2.0
44990,2022-01-09,Montcada i Reixac,01h,26.0,1.0
44991,2022-01-09,Montcada i Reixac,02h,18.0,1.0
44992,2022-01-09,Montcada i Reixac,03h,24.0,1.0
44993,2022-01-09,Montcada i Reixac,04h,23.0,1.0
44994,2022-01-09,Montcada i Reixac,05h,21.0,1.0
44995,2022-01-09,Montcada i Reixac,06h,22.0,1.0
44996,2022-01-09,Montcada i Reixac,07h,24.0,1.0
44997,2022-01-09,Montcada i Reixac,08h,29.0,1.0
44998,2022-01-09,Montcada i Reixac,09h,39.0,1.0
44999,2022-01-09,Montcada i Reixac,10h,52.0,1.0
45000,2022-01-09,Montcada i Reixac,11h,61.0,1.0
45001,2022-01-09,Montcada i Reixac,12h,58.0,1.0
45002,2022-01-09,Montcada i Reixac,13h,31.0,1.0
45003,2022-01-09,Montcada i Reixac,14h,23.0,1.0
45004,2022-01-09,Montcada i Reixac,15h,23.0,2.0
45005,2022-01-09,Montcada i Reixac,16h,26.0,2.0
45006,2022-01-09,Montcada i Reixac,17h,17.0,1.0
45007,2022-01-09,Montcada i Reixac,18h,17.0,2.0
45008,2022-01-09,Montcada i Reixac,19h,26.0,1.0
45009,2022-01-09,Montcada i Reixac,20h,30.0,2.0
45010,2022-01-09,Montcada i Reixac,21h,41.0,1.0
45011,2022-01-09,Montcada i Reixac,22h,34.0,1.0
45012,2022-01-09,Montcada i Reixac,23h,39.0,1.0
45013,2022-01-09,Montcada i Reixac,24h,33.0,1.0
45014,2022-01-09,Rubí,01h,26.0,1.0
45015,2022-01-09,Rubí,02h,27.0,2.0
45016,2022-01-09,Rubí,03h,11.0,1.0
45017,2022-01-09,Rubí,04h,8.0,2.0
45018,2022-01-09,Rubí,05h,18.0,2.0
45019,2022-01-09,Rubí,06h,21.0,2.0
45020,2022-01-09,Rubí,07h,19.0,2.0
45021,2022-01-09,Rubí,08h,19.0,2.0
45022,2022-01-09,Rubí,09h,25.0,2.0
45023,2022-01-09,Rubí,10h,29.0,2.0
45024,2022-01-09,Rubí,11h,16.0,2.0
45025,2022-01-09,Rubí,12h,12.0,1.0
45026,2022-01-09,Rubí,13h,12.0,1.0
45027,2022-01-09,Rubí,14h,12.0,1.0
45028,2022-01-09,Rubí,15h,7.0,1.0
45029,2022-01-09,Rubí,16h,7.0,2.0
45030,2022-01-09,Rubí,17h,6.0,2.0
45031,2022-01-09,Rubí,18h,8.0,2.0
45032,2022-01-09,Rubí,19h,9.0,2.0
45033,2022-01-09,Rubí,20h,10.0,2.0
45034,2022-01-09,Rubí,21h,11.0,2.0
45035,2022-01-09,Rubí,22h,17.0,2.0
45036,2022-01-09,Rubí,23h,16.0,2.0
45037,2022-01-09,Rubí,24h,20.0,2.0
45086,2022-01-09,Santa Perpètua de Mogoda,01h,44.0,2.0
45087,2022-01-09,Santa Perpètua de Mogoda,02h,35.0,2.0
45088,2022-01-09,Santa Perpètua de Mogoda,03h,23.0,2.0
45089,2022-01-09,Santa Perpètua de Mogoda,04h,23.0,2.0
45090,2022-01-09,Santa Perpètua de Mogoda,05h,22.0,2.0
45091,2022-01-09,Santa Perpètua de Mogoda,06h,27.0,2.0
45092,2022-01-09,Santa Perpètua de Mogoda,07h,29.0,3.0
45093,2022-01-09,Santa Perpètua de Mogoda,08h,29.0,3.0
45094,2022-01-09,Santa Perpètua de Mogoda,09h,41.0,3.0
45095,2022-01-09,Santa Perpètua de Mogoda,10h,44.0,3.0
45096,2022-01-09,Santa Perpètua de Mogoda,11h,47.0,2.0
45097,2022-01-09,Santa Perpètua de Mogoda,12h,49.0,2.0
45098,2022-01-09,Santa Perpètua de Mogoda,13h,26.0,2.0
45099,2022-01-09,Santa Perpètua de Mogoda,14h,13.0,2.0
45100,2022-01-09,Santa Perpètua de Mogoda,15h,12.0,2.0
45101,2022-01-09,Santa Perpètua de Mogoda,16h,12.0,2.0
45102,2022-01-09,Santa Perpètua de Mogoda,17h,11.0,1.0
45103,2022-01-09,Santa Perpètua de Mogoda,18h,12.0,1.0
45104,2022-01-09,Santa Perpètua de Mogoda,19h,15.0,1.0
45105,2022-01-09,Santa Perpètua de Mogoda,20h,20.0,1.0
45106,2022-01-09,Santa Perpètua de Mogoda,21h,24.0,1.0
45107,2022-01-09,Santa Perpètua de Mogoda,22h,30.0,1.0
45108,2022-01-09,Santa Perpètua de Mogoda,23h,51.0,1.0
45109,2022-01-09,Santa Perpètua de Mogoda,24h,39.0,1.0
45110,2022-01-09,Terrassa,01h,25.0,2.0
45111,2022-01-09,Terrassa,02h,10.0,2.0
45112,2022-01-09,Terrassa,03h,9.0,2.0
45113,2022-01-09,Terrassa,04h,7.0,3.0
45114,2022-01-09,Terrassa,05h,9.0,2.0
45115,2022-01-09,Terrassa,06h,25.0,3.0
45116,2022-01-09,Terrassa,07h,24.0,3.0
45117,2022-01-09,Terrassa,08h,39.0,3.0
45118,2022-01-09,Terrassa,09h,49.0,3.0
45119,2022-01-09,Terrassa,10h,49.0,4.0
45120,2022-01-09,Terrassa,11h,41.0,3.0
45121,2022-01-09,Terrassa,12h,41.0,2.0
45122,2022-01-09,Terrassa,13h,33.0,2.0
45123,2022-01-09,Terrassa,14h,35.0,1.0
45124,2022-01-09,Terrassa,15h,36.0,1.0
45125,2022-01-09,Terrassa,16h,41.0,2.0
45126,2022-01-09,Terrassa,17h,34.0,2.0
45127,2022-01-09,Terrassa,18h,45.0,2.0
45128,2022-01-09,Terrassa,19h,69.0,2.0
45129,2022-01-09,Terrassa,20h,58.0,2.0
45130,2022-01-09,Terrassa,21h,54.0,2.0
45131,2022-01-09,Terrassa,22h,54.0,2.0
45132,2022-01-09,Terrassa,23h,34.0,2.0
45133,2022-01-09,Terrassa,24h,34.0,3.0
45158,2023-01-09,Montcada i Reixac,01h,32.0,1.0
45159,2023-01-09,Montcada i Reixac,02h,34.0,1.0
45160,2023-01-09,Montcada i Reixac,03h,34.0,1.0
45161,2023-01-09,Montcada i Reixac,04h,30.0,1.0
45162,2023-01-09,Montcada i Reixac,05h,30.0,1.0
45163,2023-01-09,Montcada i Reixac,06h,27.0,1.0
45164,2023-01-09,Montcada i Reixac,07h,31.0,1.0
45165,2023-01-09,Montcada i Reixac,08h,39.0,1.0
45166,2023-01-09,Montcada i Reixac,09h,39.0,1.0
45167,2023-01-09,Montcada i Reixac,10h,59.0,1.0
45168,2023-01-09,Montcada i Reixac,11h,53.0,1.0
45169,2023-01-09,Montcada i Reixac,12h,42.0,1.0
45170,2023-01-09,Montcada i Reixac,13h,28.0,1.0
45171,2023-01-09,Montcada i Reixac,14h,23.0,1.0
45172,2023-01-09,Montcada i Reixac,15h,33.0,1.0
45173,2023-01-09,Montcada i Reixac,16h,23.0,1.0
45174,2023-01-09,Montcada i Reixac,17h,23.0,1.0
45175,2023-01-09,Montcada i Reixac,18h,32.0,1.0
45176,2023-01-09,Montcada i Reixac,19h,22.0,1.0
45177,2023-01-09,Montcada i Reixac,20h,19.0,1.0
45178,2023-01-09,Montcada i Reixac,21h,24.0,1.0
45179,2023-01-09,Montcada i Reixac,22h,20.0,1.0
45180,2023-01-09,Montcada i Reixac,23h,30.0,1.0
45181,2023-01-09,Montcada i Reixac,24h,19.0,1.0
45182,2023-01-09,Rubí,01h,23.0,1.0
45183,2023-01-09,Rubí,02h,15.0,1.0
45184,2023-01-09,Rubí,03h,11.0,1.0
45185,2023-01-09,Rubí,04h,22.0,1.0
45186,2023-01-09,Rubí,05h,18.0,1.0
45187,2023-01-09,Rubí,06h,25.0,1.0
45188,2023-01-09,Rubí,07h,33.0,1.0
45189,2023-01-09,Rubí,08h,32.0,1.0
45190,2023-01-09,Rubí,09h,34.0,1.0
45191,2023-01-09,Rubí,10h,44.0,1.0
45192,2023-01-09,Rubí,11h,26.0,1.0
45193,2023-01-09,Rubí,12h,15.0,1.0
45194,2023-01-09,Rubí,13h,10.0,1.0
45195,2023-01-09,Rubí,14h,6.0,1.0
45196,2023-01-09,Rubí,15h,6.0,1.0
45197,2023-01-09,Rubí,16h,6.0,1.0
45198,2023-01-09,Rubí,17h,6.0,1.0
45199,2023-01-09,Rubí,18h,6.0,1.0
45200,2023-01-09,Rubí,19h,7.0,1.0
45201,2023-01-09,Rubí,20h,8.0,1.0
45202,2023-01-09,Rubí,21h,13.0,1.0
45203,2023-01-09,Rubí,22h,14.0,1.0
45204,2023-01-09,Rubí,23h,10.0,1.0
45205,2023-01-09,Rubí,24h,10.0,1.0
45254,2023-01-09,Santa Perpètua de Mogoda,01h,28.0,1.0
45255,2023-01-09,Santa Perpètua de Mogoda,02h,29.0,1.0
45256,2023-01-09,Santa Perpètua de Mogoda,03h,28.0,1.0
45257,2023-01-09,Santa Perpètua de Mogoda,04h,38.0,1.0
45258,2023-01-09,Santa Perpètua de Mogoda,05h,36.0,1.0
45259,2023-01-09,Santa Perpètua de Mogoda,06h,29.0,1.0
45260,2023-01-09,Santa Perpètua de Mogoda,07h,29.0,1.0
45261,2023-01-09,Santa Perpètua de Mogoda,08h,34.0,1.0
45262,2023-01-09,Santa Perpètua de Mogoda,09h,37.0,1.0
45263,2023-01-09,Santa Perpètua de Mogoda,10h,41.0,2.0
45264,2023-01-09,Santa Perpètua de Mogoda,11h,32.0,1.0
45265,2023-01-09,Santa Perpètua de Mogoda,12h,18.0,1.0
45266,2023-01-09,Santa Perpètua de Mogoda,13h,12.0,1.0
45267,2023-01-09,Santa Perpètua de Mogoda,14h,11.0,1.0
45268,2023-01-09,Santa Perpètua de Mogoda,15h,12.0,1.0
45269,2023-01-09,Santa Perpètua de Mogoda,16h,7.0,1.0
45270,2023-01-09,Santa Perpètua de Mogoda,17h,6.0,1.0
45271,2023-01-09,Santa Perpètua de Mogoda,18h,8.0,1.0
45272,2023-01-09,Santa Perpètua de Mogoda,19h,9.0,1.0
45273,2023-01-09,Santa Perpètua de Mogoda,20h,8.0,1.0
45274,2023-01-09,Santa Perpètua de Mogoda,21h,12.0,1.0
45275,2023-01-09,Santa Perpètua de Mogoda,22h,14.0,1.0
45276,2023-01-09,Santa Perpètua de Mogoda,23h,12.0,1.0
45277,2023-01-09,Santa Perpètua de Mogoda,24h,17.0,1.0
45278,2023-01-09,Terrassa,01h,33.0,1.0
45279,2023-01-09,Terrassa,02h,24.0,1.0
45280,2023-01-09,Terrassa,03h,22.0,1.0
45281,2023-01-09,Terrassa,04h,22.0,1.0
45282,2023-01-09,Terrassa,05h,21.0,1.0
45283,2023-01-09,Terrassa,06h,24.0,1.0
45284,2023-01-09,Terrassa,07h,28.0,1.0
45285,2023-01-09,Terrassa,08h,38.0,1.0
45286,2023-01-09,Terrassa,09h,44.0,1.0
45287,2023-01-09,Terrassa,10h,42.0,2.0
45288,2023-01-09,Terrassa,11h,30.0,1.0
45289,2023-01-09,Terrassa,12h,31.0,1.0
45290,2023-01-09,Terrassa,13h,33.0,2.0
45291,2023-01-09,Terrassa,14h,37.0,2.0
45292,2023-01-09,Terrassa,15h,41.0,2.0
45293,2023-01-09,Terrassa,16h,30.0,2.0
45294,2023-01-09,Terrassa,17h,34.0,2.0
45295,2023-01-09,Terrassa,18h,34.0,1.0
45296,2023-01-09,Terrassa,19h,42.0,2.0
45297,2023-01-09,Terrassa,20h,43.0,2.0
45298,2023-01-09,Terrassa,21h,51.0,2.0
45299,2023-01-09,Terrassa,22h,51.0,2.0
45300,2023-01-09,Terrassa,23h,43.0,1.0
45301,2023-01-09,Terrassa,24h,39.0,1.0
45326,2024-01-09,Montcada i Reixac,01h,19.0,1.0
45327,2024-01-09,Montcada i Reixac,02h,10.0,1.0
45328,2024-01-09,Montcada i Reixac,03h,15.0,1.0
45329,2024-01-09,Montcada i Reixac,04h,20.0,1.0
45330,2024-01-09,Montcada i Reixac,05h,15.0,1.0
45331,2024-01-09,Montcada i Reixac,06h,15.0,1.0
45332,2024-01-09,Montcada i Reixac,07h,15.0,1.0
45333,2024-01-09,Montcada i Reixac,08h,20.0,1.0
45334,2024-01-09,Montcada i Reixac,09h,25.0,1.0
45335,2024-01-09,Montcada i Reixac,10h,27.0,1.0
45336,2024-01-09,Montcada i Reixac,11h,17.0,1.0
45337,2024-01-09,Montcada i Reixac,12h,13.0,1.0
45338,2024-01-09,Montcada i Reixac,13h,13.0,1.0
45339,2024-01-09,Montcada i Reixac,14h,9.0,1.0
45340,2024-01-09,Montcada i Reixac,15h,8.0,1.0
45341,2024-01-09,Montcada i Reixac,16h,6.0,1.0
45342,2024-01-09,Montcada i Reixac,17h,5.0,1.0
45343,2024-01-09,Montcada i Reixac,18h,6.0,1.0
45344,2024-01-09,Montcada i Reixac,19h,6.0,1.0
45345,2024-01-09,Montcada i Reixac,20h,5.0,1.0
45346,2024-01-09,Montcada i Reixac,21h,9.0,1.0
45347,2024-01-09,Montcada i Reixac,22h,14.0,1.0
45348,2024-01-09,Montcada i Reixac,23h,18.0,1.0
45349,2024-01-09,Montcada i Reixac,24h,13.0,1.0
45350,2024-01-09,Rubí,01h,14.0,1.0
45351,2024-01-09,Rubí,02h,21.0,1.0
45352,2024-01-09,Rubí,03h,16.0,1.0
45353,2024-01-09,Rubí,04h,15.0,1.0
45354,2024-01-09,Rubí,05h,15.0,1.0
45355,2024-01-09,Rubí,06h,18.0,1.0
45356,2024-01-09,Rubí,07h,10.0,1.0
45357,2024-01-09,Rubí,08h,8.0,1.0
45358,2024-01-09,Rubí,09h,9.0,1.0
45359,2024-01-09,Rubí,10h,5.0,1.0
45360,2024-01-09,Rubí,11h,6.0,1.0
45361,2024-01-09,Rubí,12h,5.0,1.0
45362,2024-01-09,Rubí,13h,4.0,1.0
45363,2024-01-09,Rubí,14h,4.0,1.0
45364,2024-01-09,Rubí,15h,3.0,1.0
45365,2024-01-09,Rubí,16h,3.0,1.0
45366,2024-01-09,Rubí,17h,3.0,1.0
45367,2024-01-09,Rubí,18h,2.0,1.0
45368,2024-01-09,Rubí,19h,4.0,1.0
45369,2024-01-09,Rubí,20h,6.0,1.0
45370,2024-01-09,Rubí,21h,13.0,1.0
45371,2024-01-09,Rubí,22h,9.0,1.0
