,DATA,NOM ESTACIO,hora,NO2,SO2
586449,2022-10-08,Santa Perpètua de Mogoda,09h,44.0,1.0
586450,2022-10-08,Santa Perpètua de Mogoda,10h,41.0,1.0
586451,2022-10-08,Santa Perpètua de Mogoda,11h,30.0,1.0
586452,2022-10-08,Santa Perpètua de Mogoda,12h,18.0,1.0
586453,2022-10-08,Santa Perpètua de Mogoda,13h,17.0,1.0
586454,2022-10-08,Santa Perpètua de Mogoda,14h,26.0,2.0
586455,2022-10-08,Santa Perpètua de Mogoda,15h,12.0,2.0
586456,2022-10-08,Santa Perpètua de Mogoda,16h,14.0,2.0
586457,2022-10-08,Santa Perpètua de Mogoda,17h,14.0,2.0
586458,2022-10-08,Santa Perpètua de Mogoda,18h,11.0,2.0
586459,2022-10-08,Santa Perpètua de Mogoda,19h,12.0,2.0
586460,2022-10-08,Santa Perpètua de Mogoda,20h,17.0,2.0
586461,2022-10-08,Santa Perpètua de Mogoda,21h,20.0,2.0
586462,2022-10-08,Santa Perpètua de Mogoda,22h,21.0,2.0
586463,2022-10-08,Santa Perpètua de Mogoda,23h,24.0,2.0
586464,2022-10-08,Santa Perpètua de Mogoda,24h,26.0,2.0
586465,2022-10-08,Terrassa,01h,13.0,1.0
586466,2022-10-08,Terrassa,02h,12.0,1.0
586467,2022-10-08,Terrassa,03h,8.0,1.0
586468,2022-10-08,Terrassa,04h,8.0,2.0
586469,2022-10-08,Terrassa,05h,6.0,2.0
586470,2022-10-08,Terrassa,06h,12.0,2.0
586471,2022-10-08,Terrassa,07h,18.0,2.0
586472,2022-10-08,Terrassa,08h,28.0,1.0
586473,2022-10-08,Terrassa,09h,29.0,2.0
586474,2022-10-08,Terrassa,10h,38.0,2.0
586475,2022-10-08,Terrassa,11h,22.0,1.0
586476,2022-10-08,Terrassa,12h,23.0,2.0
586477,2022-10-08,Terrassa,13h,19.0,1.0
586478,2022-10-08,Terrassa,14h,19.0,1.0
586479,2022-10-08,Terrassa,15h,30.0,1.0
586480,2022-10-08,Terrassa,16h,34.0,1.0
586481,2022-10-08,Terrassa,17h,28.0,1.0
586482,2022-10-08,Terrassa,18h,33.0,1.0
586483,2022-10-08,Terrassa,19h,35.0,1.0
586484,2022-10-08,Terrassa,20h,32.0,1.0
586485,2022-10-08,Terrassa,21h,31.0,1.0
586486,2022-10-08,Terrassa,22h,23.0,1.0
586487,2022-10-08,Terrassa,23h,21.0,1.0
586488,2022-10-08,Terrassa,24h,15.0,1.0
586513,2023-10-08,Montcada i Reixac,01h,22.0,1.0
586514,2023-10-08,Montcada i Reixac,02h,14.0,1.0
586515,2023-10-08,Montcada i Reixac,03h,17.0,1.0
586516,2023-10-08,Montcada i Reixac,04h,18.0,1.0
586517,2023-10-08,Montcada i Reixac,05h,22.0,1.0
586518,2023-10-08,Montcada i Reixac,06h,20.0,1.0
586519,2023-10-08,Montcada i Reixac,07h,28.0,1.0
586520,2023-10-08,Montcada i Reixac,08h,53.0,1.0
586521,2023-10-08,Montcada i Reixac,09h,27.0,1.0
586522,2023-10-08,Montcada i Reixac,10h,29.0,1.0
586523,2023-10-08,Montcada i Reixac,11h,38.0,1.0
586525,2023-10-08,Montcada i Reixac,15h,18.0,1.0
586526,2023-10-08,Montcada i Reixac,16h,15.0,1.0
586527,2023-10-08,Montcada i Reixac,17h,29.0,1.0
586528,2023-10-08,Montcada i Reixac,18h,35.0,1.0
586529,2023-10-08,Montcada i Reixac,19h,25.0,1.0
586530,2023-10-08,Montcada i Reixac,20h,29.0,1.0
586531,2023-10-08,Montcada i Reixac,21h,26.0,1.0
586532,2023-10-08,Montcada i Reixac,22h,36.0,1.0
586533,2023-10-08,Montcada i Reixac,23h,19.0,1.0
586534,2023-10-08,Montcada i Reixac,24h,26.0,1.0
586535,2023-10-08,Rubí,01h,10.0,1.0
586536,2023-10-08,Rubí,02h,8.0,1.0
586537,2023-10-08,Rubí,03h,8.0,1.0
586538,2023-10-08,Rubí,04h,7.0,1.0
586539,2023-10-08,Rubí,05h,8.0,1.0
586540,2023-10-08,Rubí,06h,8.0,1.0
586541,2023-10-08,Rubí,07h,11.0,1.0
586542,2023-10-08,Rubí,08h,11.0,1.0
586543,2023-10-08,Rubí,09h,13.0,1.0
586544,2023-10-08,Rubí,10h,16.0,1.0
586545,2023-10-08,Rubí,11h,12.0,1.0
586546,2023-10-08,Rubí,12h,10.0,1.0
586547,2023-10-08,Rubí,13h,18.0,1.0
586548,2023-10-08,Rubí,14h,12.0,1.0
586549,2023-10-08,Rubí,15h,8.0,1.0
586550,2023-10-08,Rubí,16h,7.0,1.0
586551,2023-10-08,Rubí,17h,7.0,1.0
586552,2023-10-08,Rubí,18h,7.0,1.0
586553,2023-10-08,Rubí,19h,6.0,1.0
586554,2023-10-08,Rubí,20h,8.0,1.0
586555,2023-10-08,Rubí,21h,12.0,1.0
586556,2023-10-08,Rubí,22h,34.0,1.0
586557,2023-10-08,Rubí,23h,23.0,1.0
586558,2023-10-08,Rubí,24h,27.0,1.0
586605,2023-10-08,Santa Perpètua de Mogoda,01h,12.0,2.0
586606,2023-10-08,Santa Perpètua de Mogoda,02h,6.0,2.0
586607,2023-10-08,Santa Perpètua de Mogoda,03h,8.0,2.0
586608,2023-10-08,Santa Perpètua de Mogoda,04h,10.0,2.0
586609,2023-10-08,Santa Perpètua de Mogoda,05h,15.0,2.0
586610,2023-10-08,Santa Perpètua de Mogoda,06h,14.0,2.0
586611,2023-10-08,Santa Perpètua de Mogoda,07h,24.0,2.0
586612,2023-10-08,Santa Perpètua de Mogoda,08h,34.0,3.0
586613,2023-10-08,Santa Perpètua de Mogoda,09h,31.0,3.0
586614,2023-10-08,Santa Perpètua de Mogoda,10h,32.0,4.0
586615,2023-10-08,Santa Perpètua de Mogoda,11h,30.0,5.0
586616,2023-10-08,Santa Perpètua de Mogoda,12h,18.0,5.0
586617,2023-10-08,Santa Perpètua de Mogoda,13h,16.0,4.0
586618,2023-10-08,Santa Perpètua de Mogoda,14h,6.0,3.0
586619,2023-10-08,Santa Perpètua de Mogoda,15h,3.0,3.0
586620,2023-10-08,Santa Perpètua de Mogoda,16h,2.0,3.0
586621,2023-10-08,Santa Perpètua de Mogoda,17h,2.0,3.0
586622,2023-10-08,Santa Perpètua de Mogoda,18h,3.0,3.0
586623,2023-10-08,Santa Perpètua de Mogoda,19h,5.0,3.0
586624,2023-10-08,Santa Perpètua de Mogoda,20h,9.0,3.0
586625,2023-10-08,Santa Perpètua de Mogoda,21h,23.0,3.0
586626,2023-10-08,Santa Perpètua de Mogoda,22h,17.0,3.0
586627,2023-10-08,Santa Perpètua de Mogoda,23h,19.0,3.0
586628,2023-10-08,Santa Perpètua de Mogoda,24h,21.0,1.0
586629,2023-10-08,Terrassa,01h,16.0,1.0
586630,2023-10-08,Terrassa,02h,13.0,1.0
586631,2023-10-08,Terrassa,03h,13.0,1.0
586632,2023-10-08,Terrassa,04h,14.0,1.0
586633,2023-10-08,Terrassa,05h,12.0,1.0
586634,2023-10-08,Terrassa,06h,15.0,1.0
586635,2023-10-08,Terrassa,07h,19.0,1.0
586636,2023-10-08,Terrassa,08h,28.0,1.0
586637,2023-10-08,Terrassa,09h,30.0,1.0
586638,2023-10-08,Terrassa,10h,30.0,1.0
586639,2023-10-08,Terrassa,11h,25.0,1.0
586640,2023-10-08,Terrassa,12h,29.0,1.0
586641,2023-10-08,Terrassa,13h,33.0,1.0
586642,2023-10-08,Terrassa,14h,33.0,1.0
586643,2023-10-08,Terrassa,15h,27.0,1.0
586644,2023-10-08,Terrassa,16h,22.0,1.0
586645,2023-10-08,Terrassa,17h,19.0,1.0
586646,2023-10-08,Terrassa,18h,23.0,1.0
586647,2023-10-08,Terrassa,19h,23.0,1.0
586648,2023-10-08,Terrassa,20h,29.0,1.0
586649,2023-10-08,Terrassa,21h,39.0,1.0
586650,2023-10-08,Terrassa,22h,50.0,1.0
586651,2023-10-08,Terrassa,23h,51.0,2.0
586652,2023-10-08,Terrassa,24h,36.0,1.0
586677,2024-10-08,Montcada i Reixac,01h,26.0,4.0
586678,2024-10-08,Montcada i Reixac,02h,15.0,4.0
586679,2024-10-08,Montcada i Reixac,03h,6.0,4.0
586680,2024-10-08,Montcada i Reixac,04h,14.0,4.0
586681,2024-10-08,Montcada i Reixac,05h,11.0,4.0
586682,2024-10-08,Montcada i Reixac,06h,18.0,4.0
586683,2024-10-08,Montcada i Reixac,07h,20.0,4.0
586684,2024-10-08,Montcada i Reixac,08h,20.0,4.0
586685,2024-10-08,Montcada i Reixac,09h,25.0,4.0
586686,2024-10-08,Montcada i Reixac,10h,26.0,4.0
586687,2024-10-08,Montcada i Reixac,11h,26.0,5.0
586688,2024-10-08,Montcada i Reixac,12h,18.0,5.0
586689,2024-10-08,Montcada i Reixac,13h,11.0,4.0
586690,2024-10-08,Montcada i Reixac,14h,10.0,5.0
586691,2024-10-08,Montcada i Reixac,15h,8.0,5.0
586692,2024-10-08,Montcada i Reixac,16h,4.0,4.0
586693,2024-10-08,Montcada i Reixac,17h,9.0,4.0
586694,2024-10-08,Montcada i Reixac,18h,5.0,4.0
586695,2024-10-08,Montcada i Reixac,19h,9.0,4.0
586696,2024-10-08,Montcada i Reixac,20h,8.0,4.0
586697,2024-10-08,Montcada i Reixac,21h,17.0,4.0
586698,2024-10-08,Montcada i Reixac,22h,14.0,4.0
586699,2024-10-08,Montcada i Reixac,23h,14.0,4.0
586700,2024-10-08,Montcada i Reixac,24h,17.0,4.0
586701,2024-10-08,Rubí,01h,18.0,1.0
586702,2024-10-08,Rubí,02h,13.0,1.0
586703,2024-10-08,Rubí,03h,11.0,1.0
586704,2024-10-08,Rubí,04h,10.0,1.0
586705,2024-10-08,Rubí,05h,10.0,1.0
586706,2024-10-08,Rubí,06h,22.0,1.0
586707,2024-10-08,Rubí,07h,39.0,1.0
586708,2024-10-08,Rubí,08h,34.0,1.0
586709,2024-10-08,Rubí,09h,29.0,1.0
586710,2024-10-08,Rubí,10h,25.0,1.0
586711,2024-10-08,Rubí,11h,20.0,1.0
586712,2024-10-08,Rubí,12h,6.0,1.0
586713,2024-10-08,Rubí,13h,6.0,1.0
586714,2024-10-08,Rubí,14h,4.0,1.0
586715,2024-10-08,Rubí,15h,5.0,1.0
586716,2024-10-08,Rubí,16h,6.0,1.0
586717,2024-10-08,Rubí,17h,7.0,1.0
586718,2024-10-08,Rubí,18h,8.0,1.0
586719,2024-10-08,Rubí,19h,11.0,1.0
586720,2024-10-08,Rubí,20h,19.0,1.0
586721,2024-10-08,Rubí,21h,14.0,1.0
586722,2024-10-08,Rubí,22h,16.0,1.0
586723,2024-10-08,Rubí,23h,22.0,1.0
586724,2024-10-08,Rubí,24h,21.0,1.0
586773,2024-10-08,Santa Perpètua de Mogoda,01h,39.0,1.0
586774,2024-10-08,Santa Perpètua de Mogoda,02h,36.0,1.0
586775,2024-10-08,Santa Perpètua de Mogoda,03h,29.0,1.0
586776,2024-10-08,Santa Perpètua de Mogoda,04h,32.0,1.0
586777,2024-10-08,Santa Perpètua de Mogoda,05h,21.0,1.0
586778,2024-10-08,Santa Perpètua de Mogoda,06h,23.0,1.0
586779,2024-10-08,Santa Perpètua de Mogoda,07h,25.0,1.0
586780,2024-10-08,Santa Perpètua de Mogoda,08h,27.0,1.0
586781,2024-10-08,Santa Perpètua de Mogoda,09h,24.0,1.0
586782,2024-10-08,Santa Perpètua de Mogoda,10h,25.0,1.0
586783,2024-10-08,Santa Perpètua de Mogoda,11h,16.0,1.0
586784,2024-10-08,Santa Perpètua de Mogoda,12h,3.0,1.0
586785,2024-10-08,Santa Perpètua de Mogoda,13h,1.0,1.0
586786,2024-10-08,Santa Perpètua de Mogoda,14h,1.0,1.0
586787,2024-10-08,Santa Perpètua de Mogoda,15h,2.0,1.0
586788,2024-10-08,Santa Perpètua de Mogoda,16h,1.0,1.0
586789,2024-10-08,Santa Perpètua de Mogoda,17h,1.0,1.0
586790,2024-10-08,Santa Perpètua de Mogoda,18h,2.0,1.0
586791,2024-10-08,Santa Perpètua de Mogoda,19h,2.0,1.0
586792,2024-10-08,Santa Perpètua de Mogoda,20h,3.0,1.0
586793,2024-10-08,Santa Perpètua de Mogoda,21h,6.0,1.0
586794,2024-10-08,Santa Perpètua de Mogoda,22h,9.0,1.0
586795,2024-10-08,Santa Perpètua de Mogoda,23h,27.0,1.0
586796,2024-10-08,Santa Perpètua de Mogoda,24h,23.0,1.0
586797,2024-10-08,Terrassa,01h,17.0,1.0
586798,2024-10-08,Terrassa,02h,11.0,2.0
586799,2024-10-08,Terrassa,03h,10.0,2.0
586800,2024-10-08,Terrassa,04h,9.0,2.0
586801,2024-10-08,Terrassa,05h,9.0,1.0
586802,2024-10-08,Terrassa,06h,12.0,1.0
586803,2024-10-08,Terrassa,07h,15.0,1.0
586804,2024-10-08,Terrassa,08h,18.0,1.0
586805,2024-10-08,Terrassa,09h,47.0,1.0
586806,2024-10-08,Terrassa,10h,27.0,1.0
586807,2024-10-08,Terrassa,11h,18.0,1.0
586808,2024-10-08,Terrassa,12h,23.0,1.0
586809,2024-10-08,Terrassa,13h,19.0,1.0
586810,2024-10-08,Terrassa,14h,20.0,1.0
586811,2024-10-08,Terrassa,15h,18.0,1.0
586812,2024-10-08,Terrassa,16h,13.0,1.0
586813,2024-10-08,Terrassa,17h,15.0,1.0
586814,2024-10-08,Terrassa,18h,18.0,1.0
586815,2024-10-08,Terrassa,19h,24.0,1.0
586816,2024-10-08,Terrassa,20h,25.0,1.0
586817,2024-10-08,Terrassa,21h,41.0,1.0
586818,2024-10-08,Terrassa,22h,49.0,1.0
586819,2024-10-08,Terrassa,23h,40.0,1.0
586820,2024-10-08,Terrassa,24h,27.0,1.0
591515,2022-10-09,Montcada i Reixac,01h,19.0,1.0
591516,2022-10-09,Montcada i Reixac,02h,25.0,1.0
591517,2022-10-09,Montcada i Reixac,03h,23.0,1.0
591518,2022-10-09,Montcada i Reixac,04h,19.0,1.0
591519,2022-10-09,Montcada i Reixac,05h,20.0,1.0
591520,2022-10-09,Montcada i Reixac,06h,24.0,1.0
591521,2022-10-09,Montcada i Reixac,07h,26.0,1.0
591522,2022-10-09,Montcada i Reixac,08h,32.0,1.0
591523,2022-10-09,Montcada i Reixac,09h,30.0,1.0
591524,2022-10-09,Montcada i Reixac,10h,36.0,1.0
591525,2022-10-09,Montcada i Reixac,11h,36.0,1.0
591526,2022-10-09,Montcada i Reixac,12h,34.0,1.0
591527,2022-10-09,Montcada i Reixac,13h,21.0,1.0
591528,2022-10-09,Montcada i Reixac,14h,14.0,1.0
591529,2022-10-09,Montcada i Reixac,15h,15.0,1.0
591530,2022-10-09,Montcada i Reixac,16h,13.0,1.0
591531,2022-10-09,Montcada i Reixac,17h,14.0,1.0
591532,2022-10-09,Montcada i Reixac,18h,18.0,1.0
591533,2022-10-09,Montcada i Reixac,19h,20.0,2.0
591534,2022-10-09,Montcada i Reixac,20h,12.0,1.0
591535,2022-10-09,Montcada i Reixac,21h,16.0,1.0
591536,2022-10-09,Montcada i Reixac,22h,22.0,1.0
591537,2022-10-09,Montcada i Reixac,23h,41.0,1.0
591538,2022-10-09,Montcada i Reixac,24h,33.0,1.0
591539,2022-10-09,Rubí,01h,6.0,1.0
591540,2022-10-09,Rubí,02h,10.0,1.0
591541,2022-10-09,Rubí,03h,12.0,1.0
591542,2022-10-09,Rubí,04h,16.0,1.0
591543,2022-10-09,Rubí,05h,10.0,1.0
591544,2022-10-09,Rubí,06h,11.0,2.0
591545,2022-10-09,Rubí,07h,26.0,1.0
591546,2022-10-09,Rubí,08h,28.0,1.0
591547,2022-10-09,Rubí,09h,22.0,2.0
591548,2022-10-09,Rubí,10h,13.0,1.0
591549,2022-10-09,Rubí,11h,10.0,1.0
591550,2022-10-09,Rubí,12h,7.0,1.0
591551,2022-10-09,Rubí,13h,6.0,1.0
591552,2022-10-09,Rubí,14h,4.0,1.0
591553,2022-10-09,Rubí,15h,3.0,1.0
591554,2022-10-09,Rubí,16h,3.0,3.0
591555,2022-10-09,Rubí,17h,2.0,3.0
591556,2022-10-09,Rubí,18h,3.0,3.0
591557,2022-10-09,Rubí,19h,3.0,2.0
591558,2022-10-09,Rubí,20h,6.0,3.0
591559,2022-10-09,Rubí,21h,10.0,3.0
591560,2022-10-09,Rubí,22h,11.0,2.0
591561,2022-10-09,Rubí,23h,14.0,3.0
591562,2022-10-09,Rubí,24h,20.0,3.0
591611,2022-10-09,Santa Perpètua de Mogoda,01h,22.0,1.0
591612,2022-10-09,Santa Perpètua de Mogoda,02h,18.0,1.0
591613,2022-10-09,Santa Perpètua de Mogoda,03h,15.0,1.0
591614,2022-10-09,Santa Perpètua de Mogoda,04h,21.0,1.0
591615,2022-10-09,Santa Perpètua de Mogoda,05h,24.0,1.0
591616,2022-10-09,Santa Perpètua de Mogoda,06h,25.0,1.0
591617,2022-10-09,Santa Perpètua de Mogoda,07h,31.0,1.0
591618,2022-10-09,Santa Perpètua de Mogoda,08h,40.0,1.0
591619,2022-10-09,Santa Perpètua de Mogoda,09h,29.0,1.0
591620,2022-10-09,Santa Perpètua de Mogoda,10h,29.0,1.0
591621,2022-10-09,Santa Perpètua de Mogoda,11h,26.0,1.0
591622,2022-10-09,Santa Perpètua de Mogoda,12h,23.0,1.0
591623,2022-10-09,Santa Perpètua de Mogoda,13h,13.0,1.0
591624,2022-10-09,Santa Perpètua de Mogoda,14h,9.0,1.0
591625,2022-10-09,Santa Perpètua de Mogoda,15h,7.0,1.0
591626,2022-10-09,Santa Perpètua de Mogoda,16h,8.0,1.0
591627,2022-10-09,Santa Perpètua de Mogoda,17h,9.0,1.0
591628,2022-10-09,Santa Perpètua de Mogoda,18h,11.0,1.0
591629,2022-10-09,Santa Perpètua de Mogoda,19h,10.0,1.0
591630,2022-10-09,Santa Perpètua de Mogoda,20h,8.0,1.0
591631,2022-10-09,Santa Perpètua de Mogoda,21h,11.0,1.0
591632,2022-10-09,Santa Perpètua de Mogoda,22h,18.0,1.0
591633,2022-10-09,Santa Perpètua de Mogoda,23h,21.0,1.0
591634,2022-10-09,Santa Perpètua de Mogoda,24h,26.0,1.0
591635,2022-10-09,Terrassa,01h,16.0,2.0
591636,2022-10-09,Terrassa,02h,17.0,3.0
591637,2022-10-09,Terrassa,03h,19.0,3.0
591638,2022-10-09,Terrassa,04h,12.0,3.0
591639,2022-10-09,Terrassa,05h,9.0,3.0
591640,2022-10-09,Terrassa,06h,13.0,3.0
591641,2022-10-09,Terrassa,07h,15.0,3.0
591642,2022-10-09,Terrassa,08h,23.0,3.0
591643,2022-10-09,Terrassa,09h,30.0,3.0
591644,2022-10-09,Terrassa,10h,26.0,3.0
591645,2022-10-09,Terrassa,11h,21.0,3.0
591646,2022-10-09,Terrassa,12h,24.0,3.0
591647,2022-10-09,Terrassa,13h,24.0,2.0
591648,2022-10-09,Terrassa,14h,21.0,2.0
591649,2022-10-09,Terrassa,15h,17.0,1.0
591650,2022-10-09,Terrassa,16h,16.0,1.0
591651,2022-10-09,Terrassa,17h,16.0,2.0
591652,2022-10-09,Terrassa,18h,23.0,1.0
591653,2022-10-09,Terrassa,19h,22.0,2.0
591654,2022-10-09,Terrassa,20h,21.0,2.0
591655,2022-10-09,Terrassa,21h,38.0,2.0
591656,2022-10-09,Terrassa,22h,47.0,2.0
591657,2022-10-09,Terrassa,23h,40.0,3.0
591658,2022-10-09,Terrassa,24h,25.0,3.0
591683,2023-10-09,Montcada i Reixac,01h,28.0,1.0
591684,2023-10-09,Montcada i Reixac,02h,26.0,1.0
591685,2023-10-09,Montcada i Reixac,03h,34.0,1.0
591686,2023-10-09,Montcada i Reixac,04h,23.0,1.0
591687,2023-10-09,Montcada i Reixac,05h,22.0,1.0
591688,2023-10-09,Montcada i Reixac,06h,18.0,1.0
591689,2023-10-09,Montcada i Reixac,07h,17.0,1.0
591690,2023-10-09,Montcada i Reixac,08h,17.0,1.0
591691,2023-10-09,Montcada i Reixac,09h,15.0,1.0
591692,2023-10-09,Montcada i Reixac,10h,21.0,1.0
591693,2023-10-09,Montcada i Reixac,11h,16.0,1.0
591694,2023-10-09,Montcada i Reixac,12h,14.0,1.0
591695,2023-10-09,Montcada i Reixac,13h,10.0,1.0
591696,2023-10-09,Montcada i Reixac,14h,7.0,1.0
591697,2023-10-09,Montcada i Reixac,15h,5.0,1.0
591698,2023-10-09,Montcada i Reixac,16h,4.0,1.0
591699,2023-10-09,Montcada i Reixac,17h,4.0,1.0
591700,2023-10-09,Montcada i Reixac,18h,7.0,1.0
591701,2023-10-09,Montcada i Reixac,19h,9.0,1.0
591702,2023-10-09,Montcada i Reixac,20h,12.0,1.0
591703,2023-10-09,Montcada i Reixac,21h,24.0,1.0
591704,2023-10-09,Montcada i Reixac,22h,38.0,1.0
591705,2023-10-09,Montcada i Reixac,23h,25.0,1.0
591706,2023-10-09,Montcada i Reixac,24h,33.0,1.0
591707,2023-10-09,Rubí,01h,22.0,1.0
591708,2023-10-09,Rubí,02h,30.0,1.0
591709,2023-10-09,Rubí,03h,20.0,1.0
591710,2023-10-09,Rubí,04h,18.0,1.0
591711,2023-10-09,Rubí,05h,25.0,1.0
591712,2023-10-09,Rubí,06h,26.0,1.0
591713,2023-10-09,Rubí,07h,21.0,1.0
591714,2023-10-09,Rubí,08h,19.0,1.0
591715,2023-10-09,Rubí,09h,18.0,1.0
591716,2023-10-09,Rubí,10h,20.0,1.0
591717,2023-10-09,Rubí,11h,17.0,1.0
591718,2023-10-09,Rubí,12h,9.0,1.0
591719,2023-10-09,Rubí,13h,5.0,1.0
591720,2023-10-09,Rubí,14h,13.0,1.0
591721,2023-10-09,Rubí,15h,11.0,1.0
591722,2023-10-09,Rubí,16h,9.0,2.0
591723,2023-10-09,Rubí,17h,11.0,1.0
591724,2023-10-09,Rubí,18h,10.0,2.0
591725,2023-10-09,Rubí,19h,8.0,1.0
591726,2023-10-09,Rubí,20h,8.0,1.0
591727,2023-10-09,Rubí,21h,13.0,1.0
591728,2023-10-09,Rubí,22h,17.0,1.0
591729,2023-10-09,Rubí,23h,19.0,1.0
591730,2023-10-09,Rubí,24h,15.0,1.0
591779,2023-10-09,Santa Perpètua de Mogoda,01h,28.0,2.0
591780,2023-10-09,Santa Perpètua de Mogoda,02h,26.0,2.0
591781,2023-10-09,Santa Perpètua de Mogoda,03h,23.0,2.0
591782,2023-10-09,Santa Perpètua de Mogoda,04h,18.0,1.0
591783,2023-10-09,Santa Perpètua de Mogoda,05h,18.0,2.0
591784,2023-10-09,Santa Perpètua de Mogoda,06h,21.0,2.0
591785,2023-10-09,Santa Perpètua de Mogoda,07h,18.0,2.0
591786,2023-10-09,Santa Perpètua de Mogoda,08h,18.0,2.0
591787,2023-10-09,Santa Perpètua de Mogoda,09h,15.0,2.0
591788,2023-10-09,Santa Perpètua de Mogoda,10h,17.0,2.0
591789,2023-10-09,Santa Perpètua de Mogoda,11h,14.0,2.0
591790,2023-10-09,Santa Perpètua de Mogoda,12h,8.0,2.0
591791,2023-10-09,Santa Perpètua de Mogoda,13h,7.0,3.0
591792,2023-10-09,Santa Perpètua de Mogoda,14h,4.0,2.0
591793,2023-10-09,Santa Perpètua de Mogoda,15h,4.0,2.0
591794,2023-10-09,Santa Perpètua de Mogoda,16h,3.0,2.0
591795,2023-10-09,Santa Perpètua de Mogoda,17h,2.0,2.0
591796,2023-10-09,Santa Perpètua de Mogoda,18h,2.0,2.0
591797,2023-10-09,Santa Perpètua de Mogoda,19h,3.0,2.0
591798,2023-10-09,Santa Perpètua de Mogoda,20h,8.0,2.0
591799,2023-10-09,Santa Perpètua de Mogoda,21h,14.0,2.0
591800,2023-10-09,Santa Perpètua de Mogoda,22h,33.0,2.0
591801,2023-10-09,Santa Perpètua de Mogoda,23h,36.0,2.0
591802,2023-10-09,Santa Perpètua de Mogoda,24h,30.0,2.0
591803,2023-10-09,Terrassa,01h,27.0,2.0
591804,2023-10-09,Terrassa,02h,27.0,2.0
591805,2023-10-09,Terrassa,03h,25.0,2.0
591806,2023-10-09,Terrassa,04h,21.0,2.0
591807,2023-10-09,Terrassa,05h,16.0,1.0
591808,2023-10-09,Terrassa,06h,14.0,1.0
591809,2023-10-09,Terrassa,07h,15.0,1.0
591810,2023-10-09,Terrassa,08h,19.0,1.0
591811,2023-10-09,Terrassa,09h,18.0,1.0
591812,2023-10-09,Terrassa,10h,24.0,1.0
591813,2023-10-09,Terrassa,11h,19.0,1.0
591814,2023-10-09,Terrassa,12h,15.0,2.0
591815,2023-10-09,Terrassa,13h,14.0,2.0
591816,2023-10-09,Terrassa,14h,15.0,2.0
591817,2023-10-09,Terrassa,15h,19.0,2.0
591818,2023-10-09,Terrassa,16h,16.0,2.0
591819,2023-10-09,Terrassa,17h,16.0,1.0
591820,2023-10-09,Terrassa,18h,15.0,1.0
591821,2023-10-09,Terrassa,19h,26.0,1.0
591822,2023-10-09,Terrassa,20h,28.0,2.0
591823,2023-10-09,Terrassa,21h,36.0,1.0
591824,2023-10-09,Terrassa,22h,38.0,2.0
591825,2023-10-09,Terrassa,23h,41.0,1.0
591826,2023-10-09,Terrassa,24h,32.0,1.0
591851,2024-10-09,Montcada i Reixac,01h,37.0,1.0
591852,2024-10-09,Montcada i Reixac,02h,30.0,1.0
591853,2024-10-09,Montcada i Reixac,03h,27.0,1.0
591854,2024-10-09,Montcada i Reixac,04h,23.0,1.0
591855,2024-10-09,Montcada i Reixac,05h,24.0,1.0
591856,2024-10-09,Montcada i Reixac,06h,30.0,1.0
591857,2024-10-09,Montcada i Reixac,07h,35.0,1.0
591858,2024-10-09,Montcada i Reixac,08h,33.0,1.0
591859,2024-10-09,Montcada i Reixac,09h,28.0,1.0
591860,2024-10-09,Montcada i Reixac,10h,26.0,1.0
591861,2024-10-09,Montcada i Reixac,14h,31.0,1.0
591862,2024-10-09,Montcada i Reixac,15h,35.0,1.0
591863,2024-10-09,Montcada i Reixac,16h,34.0,1.0
591864,2024-10-09,Montcada i Reixac,17h,23.0,1.0
591865,2024-10-09,Montcada i Reixac,18h,35.0,1.0
591866,2024-10-09,Montcada i Reixac,19h,35.0,1.0
591867,2024-10-09,Montcada i Reixac,20h,36.0,1.0
591868,2024-10-09,Montcada i Reixac,21h,23.0,1.0
591869,2024-10-09,Montcada i Reixac,22h,27.0,1.0
591870,2024-10-09,Montcada i Reixac,23h,30.0,1.0
591871,2024-10-09,Montcada i Reixac,24h,18.0,1.0
591872,2024-10-09,Rubí,01h,14.0,3.0
591873,2024-10-09,Rubí,02h,14.0,3.0
591874,2024-10-09,Rubí,03h,17.0,2.0
591875,2024-10-09,Rubí,04h,14.0,3.0
591876,2024-10-09,Rubí,05h,22.0,3.0
591877,2024-10-09,Rubí,06h,12.0,2.0
591878,2024-10-09,Rubí,07h,8.0,3.0
591879,2024-10-09,Rubí,08h,9.0,3.0
591880,2024-10-09,Rubí,09h,16.0,2.0
591881,2024-10-09,Rubí,10h,14.0,2.0
591882,2024-10-09,Rubí,11h,6.0,3.0
591883,2024-10-09,Rubí,12h,7.0,2.0
591884,2024-10-09,Rubí,13h,7.0,3.0
591885,2024-10-09,Rubí,14h,5.0,2.0
591886,2024-10-09,Rubí,15h,7.0,3.0
591887,2024-10-09,Rubí,16h,7.0,3.0
591888,2024-10-09,Rubí,17h,6.0,3.0
591889,2024-10-09,Rubí,18h,7.0,2.0
591890,2024-10-09,Rubí,19h,8.0,1.0
591891,2024-10-09,Rubí,20h,8.0,1.0
591892,2024-10-09,Rubí,21h,11.0,2.0
591893,2024-10-09,Rubí,22h,14.0,2.0
591894,2024-10-09,Rubí,23h,23.0,1.0
591895,2024-10-09,Rubí,24h,31.0,1.0
591944,2024-10-09,Santa Perpètua de Mogoda,01h,33.0,1.0
